rating_score,critic_likes,critic_comments,user_trialist,user_subscriber,user_eligible_for_trial,user_has_payment_method,movie_release_year,movie_title_language,movie_popularity,total_number_of_lists,total_list_comments,total_list_followers,total_list_movie_number
3.0,0,0,0,0,1,0,2004.0,en,273,17,1,11,167
3.0,2,0,0,0,1,1,2004.0,en,273,2,0,1,38
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,2
2.0,0,0,0,0,1,1,2004.0,en,273,64,6,385,5315
5.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,2
4.0,0,0,1,1,0,0,2004.0,en,273,5,0,1,253
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,1,10
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,16
3.0,0,0,0,0,1,0,2004.0,en,273,6,5,12,247
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
5.0,0,0,0,0,1,1,2004.0,en,273,5,1,3,246
1.0,0,0,1,1,0,0,2004.0,en,273,3,4,67,113
5.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,1
4.0,0,0,1,1,0,1,2004.0,en,273,1,0,0,12
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,26
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,0,22
4.0,1,0,0,0,1,0,2004.0,en,273,1,0,0,2
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,6
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,25
5.0,0,0,0,0,1,1,2004.0,en,273,2,0,4,162
3.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,6
2.0,0,0,0,0,1,0,2004.0,en,273,5,24,1063,2146
3.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,20
3.0,0,0,0,0,1,1,2004.0,en,273,1,1,0,7
3.0,0,0,0,0,1,1,2004.0,en,273,11,2,3,1092
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,4
5.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,70
2.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,131
1.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,5
1.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,10
4.0,0,0,0,0,1,0,2004.0,en,273,8,0,0,539
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,14
4.0,0,0,0,0,1,1,2004.0,en,273,6,0,1,310
1.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,1
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,22
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,5
2.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,43
4.0,0,0,1,1,0,1,2004.0,en,273,29,0,3,110
3.0,0,0,0,0,1,0,2004.0,en,273,4,7,3,62
3.0,0,0,0,0,1,0,2004.0,en,273,2,0,2,4
3.0,0,0,1,1,0,0,2004.0,en,273,18,81,567,4746
2.0,0,0,0,1,0,1,2004.0,en,273,54,70,1953,6443
4.0,0,0,0,0,1,0,2004.0,en,273,4,5,56,152
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,241
3.0,0,0,0,0,1,0,2004.0,en,273,5,0,3,166
1.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,5
5.0,0,0,0,1,0,1,2004.0,en,273,2,0,4,556
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,54
2.0,0,0,1,1,0,0,2004.0,en,273,60,321,355,7419
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,65
3.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,257
5.0,0,0,0,0,1,0,2004.0,en,273,5,0,5,179
4.0,0,0,0,0,1,0,2004.0,en,273,30,5,14,1028
4.0,0,0,0,0,1,0,2004.0,en,273,1,7,455,1649
4.0,0,0,0,0,1,0,2004.0,en,273,6,1,18,254
1.0,0,0,1,1,0,0,2004.0,en,273,1,0,2,56
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,3
4.0,0,0,0,0,1,0,2004.0,en,273,5,0,1,373
3.0,0,0,0,0,1,1,2004.0,en,273,11,12,19,242
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,14
3.0,0,0,0,0,1,0,2004.0,en,273,12,1,3,317
3.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,61
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,67
5.0,0,0,0,0,1,0,2004.0,en,273,7,0,1,106
4.0,0,0,0,0,1,0,2004.0,en,273,2,4,20,94
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,7
5.0,0,0,1,1,0,0,2004.0,en,273,10,28,1127,2117
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,19
4.0,0,0,0,0,1,0,2004.0,en,273,3,1,13,40
5.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,57
4.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,18
2.0,0,0,0,0,1,0,2004.0,en,273,3,0,4,24
5.0,0,0,0,0,1,1,2004.0,en,273,3,0,0,5
4.0,0,0,0,0,1,1,2004.0,en,273,7,0,5,72
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,13
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,14,1975
3.0,0,0,0,0,1,0,2004.0,en,273,12,0,0,155
3.0,0,0,0,0,0,1,2004.0,en,273,6,0,0,305
3.0,0,0,0,0,1,0,2004.0,en,273,13,0,0,97
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,5
1.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,194
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,0,4
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,17,55
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,3,415
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,33
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,30
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,0,2004.0,en,273,9,2,16,824
5.0,0,0,0,0,1,0,2004.0,en,273,32,17,0,651
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,10
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,10
3.0,0,0,0,0,1,1,2004.0,en,273,4,0,1,22
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,28
5.0,0,0,0,0,1,1,2004.0,en,273,4,0,0,23
3.0,0,0,0,0,1,1,2004.0,en,273,8,0,2,35
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,5
4.0,0,0,0,0,1,0,2004.0,en,273,7,0,3,1391
4.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,134
3.0,0,0,0,0,1,0,2004.0,en,273,4,9,2537,1901
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,12
4.0,0,0,1,1,0,0,2004.0,en,273,3,0,2,40
2.0,0,0,0,0,1,0,2004.0,en,273,2,0,2,25
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
3.0,0,0,0,1,0,1,2004.0,en,273,5,0,1,191
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,10
4.0,0,0,0,0,1,1,2004.0,en,273,31,5,127,4201
5.0,0,0,0,1,0,1,2004.0,en,273,3,0,1,24
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
2.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,2
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,0,27
2.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,250
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,13
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,16
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,4,14
4.0,0,0,0,0,1,1,2004.0,en,273,14,18,3,441
3.0,0,0,0,0,1,0,2004.0,en,273,3,0,2,54
4.0,0,0,0,0,0,1,2004.0,en,273,6,0,20,1404
2.0,0,0,0,0,0,1,2004.0,en,273,5,0,0,84
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,0,50
4.0,0,0,0,1,0,1,2004.0,en,273,1,5,0,100
4.0,0,0,0,0,1,0,2004.0,en,273,3,21,91,71
1.0,0,0,0,0,1,0,2004.0,en,273,4,20,176,304
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,38
4.0,0,0,0,0,1,0,2004.0,en,273,23,5,21,525
3.0,0,0,0,0,1,1,2004.0,en,273,6,1,12,172
3.0,0,0,0,1,0,1,2004.0,en,273,7,0,3,138
4.0,0,0,0,0,1,0,2004.0,en,273,14,0,8,947
5.0,0,0,0,0,1,0,2004.0,en,273,31,4,13,584
3.0,0,0,0,0,1,0,2004.0,en,273,5,12,156,573
4.0,0,0,0,0,1,0,2004.0,en,273,32,2,11,1519
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,7
4.0,0,0,1,1,0,0,2004.0,en,273,112,37,65,1872
3.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,3
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,2
4.0,0,0,0,1,0,1,2004.0,en,273,13,9,130,1424
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,114
4.0,0,0,0,0,1,1,2004.0,en,273,3,0,2,14
4.0,0,0,0,0,1,1,2004.0,en,273,16,21,49,550
1.0,0,0,0,0,1,0,2004.0,en,273,78,4,184,2044
3.0,0,0,0,0,1,0,2004.0,en,273,5,1,5,436
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,2
2.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,11
2.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,7
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,1
2.0,0,0,0,1,0,1,2004.0,en,273,2,0,0,3
3.0,0,0,0,0,1,0,2004.0,en,273,3,0,2,47
4.0,0,0,0,1,0,1,2004.0,en,273,1,0,2,14
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,3
5.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,39
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
1.0,0,0,0,0,1,0,2004.0,en,273,27,0,4,800
2.0,0,0,0,0,1,0,2004.0,en,273,4,4,5,57
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,3
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
4.0,0,0,0,0,1,0,2004.0,en,273,11,0,2,399
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,3
4.0,0,0,0,0,1,0,2004.0,en,273,5,3,13,1946
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,3
2.0,0,0,0,0,0,1,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,5
3.0,0,0,0,1,0,1,2004.0,en,273,22,7,130,4105
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,81
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,167
4.0,0,0,0,0,0,1,2004.0,en,273,1,0,0,14
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
3.0,0,0,0,0,1,1,2004.0,en,273,9,0,0,525
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,5,60
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,5,73
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,2
5.0,0,0,0,0,1,1,2004.0,en,273,15,24,40,1419
4.0,0,0,0,0,0,1,2004.0,en,273,2,1,25,204
1.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,329
4.0,0,0,0,0,1,1,2004.0,en,273,10,0,2,74
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,5
4.0,0,0,0,0,1,0,2004.0,en,273,4,0,16,235
4.0,0,0,0,0,1,0,2004.0,en,273,38,0,16,297
3.0,0,0,0,0,1,0,2004.0,en,273,3,0,2,43
4.0,0,0,0,1,0,1,2004.0,en,273,39,2,9,3435
4.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,113
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,13,15
3.0,0,0,0,0,1,1,2004.0,en,273,10,3,25,136
4.0,0,0,0,0,1,0,2004.0,en,273,14,0,1,124
3.0,0,0,0,0,1,0,2004.0,en,273,2,3,28,23
4.0,0,0,0,1,0,1,2004.0,en,273,14,0,16,423
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,9
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,71
4.0,0,0,0,1,0,1,2004.0,en,273,6,1,2,281
5.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,33
3.0,0,0,0,0,1,0,2004.0,en,273,15,0,2,127
3.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,253
2.0,0,0,0,0,1,1,2004.0,en,273,2,0,3,15
3.0,0,0,0,0,1,0,2004.0,en,273,12,0,1,890
3.0,0,0,0,0,1,0,2004.0,en,273,1,1,6,23
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,115
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,236
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,4
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,39
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,105
4.0,0,0,0,0,1,1,2004.0,en,273,2,1,11,160
4.0,0,0,1,1,0,1,2004.0,en,273,14,2,119,607
2.0,0,0,0,0,1,0,2004.0,en,273,5,0,1,48
4.0,0,0,0,1,0,1,2004.0,en,273,1,1,1,2
3.0,0,0,0,0,1,0,2004.0,en,273,2,1,2,18
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,10
3.0,0,0,0,0,1,0,2004.0,en,273,12,39,256,770
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,24
4.0,0,0,0,0,0,1,2004.0,en,273,8,6,36,136
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,8,23
5.0,0,0,0,0,1,1,2004.0,en,273,8,0,0,57
4.0,0,0,0,0,1,0,2004.0,en,273,80,21,98,925
3.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,6
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,7
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
2.0,0,0,0,0,1,0,2004.0,en,273,3,4,32,617
4.0,0,0,0,1,0,1,2004.0,en,273,2,0,0,2
3.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,5
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,13
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,2,16
4.0,0,0,0,0,1,0,2004.0,en,273,11,0,3,48
5.0,0,0,0,0,1,0,2004.0,en,273,3,0,0,150
3.0,0,0,0,1,0,1,2004.0,en,273,10,0,28,321
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,4
4.0,0,0,0,0,1,0,2004.0,en,273,6,0,53,998
5.0,0,0,0,0,1,0,2004.0,en,273,4,0,8,42
3.0,0,0,1,1,0,0,2004.0,en,273,12,1,1,855
3.0,0,0,1,1,0,0,2004.0,en,273,35,325,2168,4658
3.0,0,0,0,0,1,0,2004.0,en,273,3,0,0,37
3.0,0,0,0,0,1,1,2004.0,en,273,11,15,207,1121
3.0,0,0,0,0,1,0,2004.0,en,273,1,3,854,577
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,18
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,8
3.0,0,0,1,1,0,0,2004.0,en,273,3,0,23,64
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,5,10
5.0,0,0,0,0,1,1,2004.0,en,273,7,0,0,34
4.0,0,0,0,1,0,1,2004.0,en,273,6,0,7,395
3.0,0,0,0,0,1,0,2004.0,en,273,10,6,129,485
3.0,1,0,0,1,0,1,2004.0,en,273,5,3,32,46
5.0,0,0,0,0,1,1,2004.0,en,273,2,0,2,16
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,9
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,12
5.0,0,0,0,0,1,0,2004.0,en,273,5,0,267,660
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,2,90
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,1,497
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,60
2.0,0,0,0,0,1,0,2004.0,en,273,7,0,0,487
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,33
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,6
4.0,0,0,0,0,1,1,2004.0,en,273,9,0,7,501
4.0,0,0,0,1,0,1,2004.0,en,273,6,0,0,138
3.0,0,0,0,0,1,1,2004.0,en,273,8,1,9,1045
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,6,78
1.0,0,0,0,0,1,0,2004.0,en,273,8,0,0,458
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,2,150
5.0,0,0,0,0,1,0,2004.0,en,273,8,3,13,380
3.0,0,0,0,0,1,0,2004.0,en,273,6,0,1,413
4.0,0,0,0,1,0,1,2004.0,en,273,2,3,10,19
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
4.0,0,0,0,0,1,1,2004.0,en,273,103,0,6,660
3.0,0,0,0,0,1,0,2004.0,en,273,6,2,0,27
4.0,0,0,0,0,1,0,2004.0,en,273,25,5,64,855
4.0,0,0,0,0,1,0,2004.0,en,273,8,0,26,309
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,6
2.0,0,0,0,1,0,1,2004.0,en,273,4,2,36,306
5.0,0,0,0,0,1,0,2004.0,en,273,5,0,1,6
3.0,0,0,0,0,1,0,2004.0,en,273,32,5,30,2271
4.0,0,0,0,0,1,1,2004.0,en,273,3,0,11,73
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,8
4.0,0,0,0,0,1,0,2004.0,en,273,16,12,42,458
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,22
3.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,6
3.0,0,0,0,0,1,0,2004.0,en,273,1,1,0,27
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,10
4.0,0,0,0,0,1,0,2004.0,en,273,8,9,5,659
3.0,0,0,0,0,1,0,2004.0,en,273,9,2,13,224
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,28
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,1,24
5.0,0,0,0,0,1,0,2004.0,en,273,3,3,227,392
4.0,0,0,0,0,1,0,2004.0,en,273,6,0,4,22
3.0,0,0,0,0,1,0,2004.0,en,273,12,2,6,191
4.0,0,0,0,0,1,1,2004.0,en,273,9,6,41,298
3.0,0,0,0,0,1,0,2004.0,en,273,6,0,0,351
4.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,22
4.0,0,0,0,0,1,0,2004.0,en,273,5,0,5,114
3.0,0,0,0,1,0,1,2004.0,en,273,47,28,121,1043
3.0,0,0,0,0,1,1,2004.0,en,273,3,0,1,39
3.0,0,0,0,1,0,1,2004.0,en,273,12,3,18,1144
4.0,0,0,0,0,1,1,2004.0,en,273,12,16,484,510
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,1
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
4.0,0,0,0,1,0,1,2004.0,en,273,1,0,0,9
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
3.0,0,0,0,0,1,1,2004.0,en,273,1,3,10,36
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,8,51
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,6,12
3.0,0,0,0,0,1,1,2004.0,en,273,9,0,3,768
4.0,0,0,0,0,1,0,2004.0,en,273,1,7,17,54
3.0,0,0,0,0,1,0,2004.0,en,273,6,2,9,70
2.0,0,0,0,0,1,0,2004.0,en,273,20,120,1651,4808
3.0,0,0,0,0,1,0,2004.0,en,273,2,2,6,14
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,73,102
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,1
5.0,0,0,0,0,1,0,2004.0,en,273,6,4,57,309
4.0,0,0,0,0,0,1,2004.0,en,273,1,0,1,10
1.0,0,0,0,0,1,0,2004.0,en,273,6,4,229,1621
2.0,0,0,0,0,1,1,2004.0,en,273,17,11,58,706
4.0,0,0,0,0,1,0,2004.0,en,273,2,8,34,24
4.0,0,0,0,0,1,0,2004.0,en,273,5,1,10,102
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,24,33
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,10
2.0,0,0,0,0,1,0,2004.0,en,273,2,1,25,131
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,1,2
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,11
2.0,0,0,0,0,1,1,2004.0,en,273,5,5,29,152
3.0,0,0,0,0,1,0,2004.0,en,273,1,2,1,20
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,1,15
5.0,0,0,0,0,1,0,2004.0,en,273,15,1,13,326
2.0,0,0,0,0,1,0,2004.0,en,273,16,0,64,816
3.0,0,0,0,0,1,0,2004.0,en,273,3,0,3,36
5.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,67
1.0,0,0,0,0,1,0,2004.0,en,273,2,0,9,52
5.0,0,0,0,0,1,0,2004.0,en,273,15,5,100,1971
3.0,0,0,0,0,1,0,2004.0,en,273,2,1,10,998
3.0,0,0,0,0,1,1,2004.0,en,273,6,0,0,93
4.0,0,0,0,0,1,1,2004.0,en,273,1,0,2,18
4.0,0,0,0,0,1,0,2004.0,en,273,2,1,3,42
4.0,0,0,0,0,1,0,2004.0,en,273,11,14,119,870
3.0,0,0,0,0,1,0,2004.0,en,273,2,15,69,46
4.0,0,0,0,0,1,0,2004.0,en,273,1,2,10,28
5.0,0,0,0,0,1,0,2004.0,en,273,5,1,26,115
3.0,0,0,0,0,1,0,2004.0,en,273,5,0,1,182
4.0,0,0,0,0,1,1,2004.0,en,273,9,0,5,264
3.0,0,0,0,0,1,0,2004.0,en,273,18,2,21,733
4.0,0,0,0,0,1,1,2004.0,en,273,8,0,4,101
3.0,0,0,0,0,1,1,2004.0,en,273,1,1,4,22
3.0,0,0,0,1,0,1,2004.0,en,273,12,2,94,1420
3.0,0,0,1,1,0,0,2004.0,en,273,69,30,1603,17689
5.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,68
3.0,0,0,0,0,1,0,2004.0,en,273,34,3,10,540
3.0,0,0,0,0,1,0,2004.0,en,273,7,9,3,53
2.0,0,0,0,0,1,1,2004.0,en,273,1,0,63,66
3.0,0,0,0,1,0,1,2004.0,en,273,1,1,36,28
5.0,0,0,0,0,1,0,2004.0,en,273,6,4,365,354
3.0,0,0,0,0,1,0,2004.0,en,273,8,11,67,245
4.0,0,0,0,1,0,1,2004.0,en,273,7,1,13,778
3.0,0,0,0,0,1,0,2004.0,en,273,7,4,107,89
3.0,0,0,0,0,1,0,2004.0,en,273,9,1,9,520
5.0,0,0,0,0,1,0,2004.0,en,273,4,0,0,40
5.0,0,0,0,1,0,1,2004.0,en,273,2,0,4,54
3.0,0,0,0,0,1,1,2004.0,en,273,15,1,91,2447
3.0,0,0,0,0,1,0,2004.0,en,273,5,22,518,932
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,78
4.0,0,0,0,0,1,0,2004.0,en,273,4,2,2,117
4.0,0,0,0,0,1,1,2004.0,en,273,6,3,3,119
4.0,0,0,0,0,1,0,2004.0,en,273,2,6,9,37
4.0,0,0,0,0,1,0,2004.0,en,273,3,0,1,25
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,5
4.0,0,0,0,0,1,0,2004.0,en,273,3,2,90,188
4.0,0,0,0,0,1,0,2004.0,en,273,13,1,13,450
4.0,0,0,0,1,0,1,2004.0,en,273,14,4,19,139
2.0,0,0,0,0,0,1,2004.0,en,273,3,161,4144,1586
2.0,0,0,0,0,1,0,2004.0,en,273,2,6,37,81
2.0,0,0,0,0,1,0,2004.0,en,273,1,2,0,137
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,5,87
5.0,0,0,0,0,0,1,2004.0,en,273,2,0,0,5
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
2.0,0,0,0,0,1,1,2004.0,en,273,7,3,13,398
3.0,0,0,0,0,1,0,2004.0,en,273,12,3,143,808
2.0,0,0,0,0,1,0,2004.0,en,273,4,2,13,145
1.0,0,0,0,0,1,1,2004.0,en,273,65,33,198,3551
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,6,773
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,178
2.0,0,0,0,0,0,1,2004.0,en,273,4,14,42,49
1.0,0,0,0,1,0,1,2004.0,en,273,2,0,0,2
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,13
3.0,0,0,1,1,0,1,2004.0,en,273,12,1,20,230
3.0,0,0,0,1,0,1,2004.0,en,273,1,3,7,22
5.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,5
3.0,0,0,0,1,0,1,2004.0,en,273,1,0,2,16
3.0,0,0,0,0,1,1,2004.0,en,273,1,0,0,3
4.0,0,0,0,1,0,1,2004.0,en,273,11,13,146,282
4.0,0,0,0,0,1,0,2004.0,en,273,14,12,14,182
4.0,0,0,0,0,1,0,2004.0,en,273,1,6,180,90
2.0,0,0,1,1,0,1,2004.0,en,273,4,0,22,94
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,12
3.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,31
5.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,2
4.0,0,0,0,1,0,1,2004.0,en,273,2,1,5,20
3.0,0,0,0,0,1,0,2004.0,en,273,2,0,2,2
4.0,0,0,0,0,1,0,2004.0,en,273,1,6,19,18
2.0,0,0,0,0,1,1,2004.0,en,273,3,0,7,148
3.0,0,0,0,0,1,0,2004.0,en,273,4,2,1,410
3.0,0,0,0,0,1,1,2004.0,en,273,4,0,1,26
3.0,0,0,0,0,1,0,2004.0,en,273,1,2,1,46
5.0,0,0,0,0,1,0,2004.0,en,273,21,5,126,1816
2.0,0,0,0,0,1,0,2004.0,en,273,3,3,3,40
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,1,67
3.0,0,0,0,0,1,1,2004.0,en,273,2,0,8,20
2.0,0,0,0,0,1,0,2004.0,en,273,13,30,1145,2890
4.0,0,0,0,0,1,1,2004.0,en,273,2,0,0,63
4.0,0,0,0,0,1,0,2004.0,en,273,2,0,0,41
4.0,0,0,0,0,1,0,2004.0,en,273,1,1,0,34
2.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,2
2.0,0,0,0,0,1,0,2004.0,en,273,12,5,27,103
3.0,0,0,0,0,1,1,2004.0,en,273,11,4,124,936
4.0,0,0,0,1,0,1,2004.0,en,273,1,0,3,37
4.0,0,0,0,0,1,0,2004.0,en,273,1,0,0,5
3.0,0,0,0,0,0,0,2004.0,en,273,6,14,892,842
4.0,0,0,0,0,1,1,2004.0,en,273,14,27,281,282
